emotion_score,stress_index,trait_load,EEG_feature,cognitive_load_final
1.0667453227709423,6.714735279653382,1.0,1.0000001318948954,2.741118726193881
1.0682622619248272,6.684611726563819,5.5,1.0000000000000007,3.6326884227390766
1.0697792010787124,4.683289643686196,5.5,1.0000006686852356,3.0328986404058678
1.0712961402325973,5.222029846279808,1.0,1.0000000000000042,2.295127409976982
1.0728130793864823,6.81255212283181,5.5,1.0000034224599375,3.6728912108501297
1.0743300185403675,3.5090434947618454,1.0,1.0000000000000044,1.7824450558447011
1.0758469576942524,5.063566896102101,5.5,1.0000000085760945,3.1494088527659407
1.0773638968481376,5.025241928714091,5.5,1.0000004142373884,3.138518178777221
1.0788808360020226,5.2411612466702024,1.0,1.0,2.30390070840187
1.0803977751559077,6.27748500404925,10.0,1.0000000000000004,4.415404611277138
1.0819147143097927,6.567710208308167,5.5,1.0000000000000004,3.603078948216367
1.0834316534636776,4.524819051306796,1.0,1.0000000185387543,2.0908183786313854
1.0849485926175628,3.0662780082327608,1.0,1.0000000000000007,1.6538628395168533
1.0864655317714478,6.283052995338303,10.0,1.0000281652041525,4.419504927830486
1.087982470925333,6.6270748194005,1.0,1.0000000000000002,2.723315434190283
1.089499410079218,5.377004902548856,1.0,1.0000000003327945,2.3489012348296234
1.091016349233103,3.9016937875972313,1.0,1.0000000143466314,1.9069146774070738
1.092533288386988,6.977619711593755,1.0,1.0000000000009241,2.8302992288330144
1.094050227540873,5.5365354448788064,1.0,1.000000000000001,2.3985807244799915
1.0955671666947582,4.9792957930391815,1.0,1.0000024718250777,2.2320158517721658
1.0970841058486431,5.00089454555329,1.0,1.000000000000001,2.2391020060054445
1.0986010450025283,5.842660903869006,10.0,1.0000003050113977,4.292238719662853
1.1001179841564133,6.345830547373565,5.5,1.0000000000000002,3.5437963578746348
1.1016349233102982,6.864931005893499,5.5,1.0000000000001188,3.7001332710921813
1.1031518624641834,3.562800102723238,5.5,1.0000000000000002,2.710100775802645
1.1046688016180684,6.35846157604589,5.5,1.000000000000045,3.549405993460999
1.1061857407719535,5.4736329265271095,1.0,1.0000674200822108,2.3845709162751354
1.1077026799258385,6.293093695347819,1.0,1.0000000000029485,2.631009180574976
1.1092196190797237,4.8637926183608755,5.5,1.0000000000011051,3.102825633140263
1.1107365582336086,7.388071332447769,1.0,1.00004214126596,2.96072023715437
1.1122534973874938,5.680476684292364,5.5,1.000000000000001,3.349044404242707
1.1137704365413787,5.522775819376772,5.5,1.0000000000000007,3.3023409204295833
1.1152873756952637,6.3583449783857855,5.5,1.0000000000002864,3.55361844379387
1.1168043148491489,4.481822437617616,1.0,1.0000000002552443,2.091268457250469
1.1183212540030338,4.914853020517159,1.0,1.0000001159885388,2.2217844193552154
1.119838193156919,6.442807379045978,1.0,1.0000000597523948,2.6807774969518006
1.121355132310804,6.4499751713745646,10.0,1.0000000000000007,4.483534604336691
1.122872071464689,7.909490900808455,1.0,1.000000000000001,3.1219960988284123
1.124389010618574,3.3238588250304124,10.0,1.0000000000000004,3.5469132517565534
1.125905949772459,4.42262842673832,1.0,1.0000000000000009,2.0771509079304797
1.1274228889263442,5.32156065757973,1.0,1.0000000000000002,2.347437352844457
1.1289398280802292,3.224225800563293,10.0,1.0000000000000002,3.5188436714010796
1.1304567672341144,5.346322875378577,1.0,1.0000000000337068,2.35607956951059
1.1319737063879993,4.121665257315115,10.0,1.000000000000001,3.789289059749734
1.1334906455418843,6.5683741207387225,5.5,1.0,3.623908494438371
1.1350075846957695,5.352478009534265,1.0,1.0000000000081692,2.359746436739404
1.1365245238496544,6.223250045914324,1.0,1.000008058402845,2.6215856291544433
1.1380414630035396,3.887767826689011,5.5,1.0000017377181962,2.821547106979939
1.1395584021574245,5.787436232734171,5.5,1.0000005029109098,3.392054280974312
1.1410753413113097,6.108505632218668,5.5,1.0000000000000007,3.488981826190124
1.1425922804651947,4.754183773158054,1.0,1.0000000000000004,2.1832920441334944
1.1441092196190796,4.207848512891941,1.0,1.0000000228679584,2.01999824400201
1.1456261587729648,5.868631439989005,5.5,1.0000546320811743,3.418845358714005
1.1471430979268498,3.670117753400851,10.0,1.0000092663857187,3.6598934918295667
1.148660037080735,6.0271017915499945,5.5,1.0000001128381448,3.4675945635811067
1.15017697623462,4.885796081759695,1.0,1.0000000000000002,2.2258096150217566
1.1516939153885049,4.55794830933498,1.0,1.0000034165273297,2.128062400608629
